,0,1,2,3,4,5,6,7,8,9,10
0,1.0,0.7544406097792835,0.6631906017733942,0.8420611945460015,0.8637090083830147,0.7382876282772572,0.8231956965707848,0.7634614425538353,0.772484783863773,0.7604557894928065,0.6760165177093406
1,0.7563578216013717,1.0,0.6799640080206613,0.7399527401623416,0.7242583326577519,0.8080843818698632,0.8413962985321796,0.7270318115561071,0.7552156649145864,0.7850588774965576,0.6679624882594631
2,0.6360465777359154,0.6496072418856944,1.0,0.6304915914841884,0.6324184910078302,0.7072641771738984,0.6933540713992307,0.7075541437895212,0.6444815963523557,0.6197807179410598,0.616490811351317
3,0.847830665019339,0.7466426361484424,0.6681565969875315,1.0,0.8588672977592917,0.7359447206433575,0.807643998662019,0.737994457275737,0.7762464052635862,0.7237203876132291,0.6723925996972329
4,0.8642921586272331,0.722587352701232,0.6605273059173848,0.8538175433049684,1.0,0.7538750948750064,0.8212805687709663,0.7761420010682372,0.8064197705635423,0.7408591549566513,0.6657398147118134
5,0.7226225181373284,0.7932203367941596,0.7163934486874783,0.7107325395488303,0.7387294742869494,1.0,0.8501485534676028,0.7580970357919575,0.8006652021277603,0.7155172714958011,0.6306526080863784
6,0.8007961587398732,0.8185900909849956,0.6871109160339085,0.7764914950220868,0.7984169536810255,0.8407633153996508,1.0,0.7436622914363605,0.8212508924763013,0.7526647893376959,0.649372524336317
7,0.736985471020257,0.6957212934002904,0.7036851062141722,0.7002162717474607,0.751006167672814,0.7468121867175235,0.7452118592402368,1.0,0.7523313219542487,0.6740812350490599,0.6610779342158034
8,0.7673120350192292,0.7476478679411366,0.6641398130739076,0.7630947174819075,0.8008515244922376,0.8076488002178202,0.8358128006883457,0.7724409470449489,1.0,0.7343751000023497,0.6240801663707408
9,0.7714350689305663,0.7940210291422932,0.6609852571121904,0.7271861475750447,0.7516665351156004,0.742660145381064,0.7883129519380466,0.7172557622315616,0.7504351060663166,1.0,0.6662619595336083
10,0.6643169905078684,0.6526967105586081,0.6326349433293403,0.6498194234841156,0.6532031122051073,0.6389196788248782,0.6736882310016541,0.6800015735928469,0.6207661373750761,0.6393908942072557,1.0
