,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,正理想解,负理想解,综合得分指数,排序
0,0.06423325380745443,0.0827090469317788,0.06795230766274346,0.008803050165241385,0.04932321672511105,0.1761285003086068,0.03700886590964263,0.18845212204161485,-0.03330711320797706,0.04190758783119176,0.12506183202334545,0.13867504905630726,0.47909000605096436,0.04888153445429125,0.09258365404982404,51.0
1,0.10956447254826086,0.08757805141120259,0.06947861780343462,0.02133509341103363,0.08549791698795567,0.09418296819523833,0.03380997368197314,0.18519578198897035,-0.04433040266237722,0.03957129166757976,0.13107347249097673,0.13867504905630726,0.47210038158393836,0.04704182630215674,0.09061452832684753,52.0
2,0.16197640716438697,0.08889204232846276,0.06864894921778368,0.03399127719183147,0.13192059651209456,0.06408067531827524,0.030462919673620935,0.1880940341846903,0.0045214053750892765,0.04248214817822396,0.14201268711240408,0.13867504905630726,0.46342713536810726,0.05777428994714007,0.1108482961499874,38.0
3,0.22172337794179386,0.0841455285277666,0.06662553806796834,0.055668046559681494,0.19176191740100837,0.04764565979734688,0.02858270785454641,0.18734465147072496,0.10399920028922081,0.04539834570998861,0.14388516529084663,0.13867504905630726,0.4499961948682526,0.07579954580427756,0.14416158203815904,14.0
4,0.11683913051215519,0.058503218487759384,0.032098022201828585,0.0111175110100681,0.06480519332888629,0.1456722531021465,0.03255271348750555,0.1888345160532637,0.08047070068333796,0.047917171270391926,0.14388516529084663,0.13867504905630726,0.4764636390418469,0.053206317204591354,0.10045183151720272,47.0
5,0.03561032896158845,0.1585168576688797,0.15693688900730457,0.0034850823085357686,0.027073362568677668,0.2992278050214096,0.04271891779754977,0.19489701878584165,0.09568703489433235,0.030792522302955278,0.12506183202334545,0.13867504905630726,0.48065345217041044,0.07270716061696433,0.1313920053881782,20.0
6,0.13090359121850725,0.11984599361875048,0.15258550482180203,0.00815042314815657,0.0759448913656523,0.11932763483032857,0.045130066807236635,0.2008756481676103,0.2429731043620219,0.025784313561075127,0.13107347249097673,0.13867504905630726,0.4753583890549089,0.0664098414918545,0.12257980026778675,26.0
7,0.2104546107386688,0.11308951913529619,0.16055312381311643,0.014434953169830985,0.12857162897816873,0.07388663271615856,0.05034174580673859,0.2016264002424052,0.39016290055936736,0.027447707826274672,0.14201268711240408,0.13867504905630726,0.46900453443720796,0.0820151429450798,0.14884249385558537,10.0
8,0.2562981293360875,0.1242306031413877,0.17916640596461852,0.02363350492789182,0.20644412245020594,0.0516463302730017,0.051801518877031806,0.19956106177125255,0.49335581220945623,0.02522223785091197,0.14388516529084663,0.13867504905630726,0.4607750609269199,0.09924222846818805,0.17721279386817262,5.0
9,0.07441887274231354,0.12179749284120679,0.20181600828175572,0.0041567178392217866,0.03082374886586068,0.2643317281554028,0.059835109054096974,0.2042781674888081,0.13825529287630406,0.0278902114261038,0.14388516529084663,0.13867504905630726,0.4793102512389297,0.07236752228311112,0.1311771576750316,21.0
10,0.05312366548834818,0.12553067466333792,0.09791489595213715,0.0034306714759349435,0.020699366598265614,0.21770109878941996,0.1736961917214047,0.06677619617206977,0.00404863485107804,0.1198488419908345,0.12506183202334545,0.13867504905630726,0.47890782595968506,0.05908303483675829,0.10982163293497511,39.0
11,0.14677573856176265,0.10350183964579616,0.10668067712711576,0.0075576148442888175,0.06371830627731742,0.08168329273653144,0.15477650596984396,0.07540796216107082,0.01390804923363964,0.14280461752928433,0.13107347249097673,0.13867504905630726,0.4745250187571998,0.05487555846705083,0.10365602310971017,45.0
12,0.2217654597157299,0.10600733080158885,0.09988229572064274,0.013332314119394357,0.0883899588916865,0.05593562466472037,0.14280205578973104,0.08249029637144814,0.025476314164809125,0.15219493381220014,0.14201268711240408,0.13867504905630726,0.4702068915980271,0.0627581743864645,0.11775288549266878,30.0
13,0.2905837972398642,0.09896690065381138,0.10432469840077366,0.017029872596885064,0.13157937938530323,0.041981358086899984,0.1343867331875045,0.08696125947989398,0.041536758656856285,0.14216669931921083,0.14388516529084663,0.13867504905630726,0.4662842206663642,0.07250842242671456,0.1345757470080905,18.0
14,0.051859382627922876,0.13720904732839384,0.11241834300003507,0.004029456255694777,0.02240398312066914,0.20594085004254473,0.13076896668820598,0.08473365175044092,0.051966935999315074,0.16092409844316843,0.14388516529084663,0.13867504905630726,0.47759282393708596,0.061142915946002206,0.11349333526539546,35.0
15,0.05413911698984751,0.06300753481006226,0.10806345810320064,0.009556912043409289,0.03724881243134379,0.12418818317515494,0.1293169001164778,0.05341910830053594,0.07011788579026283,0.1733122631182277,0.13107347249097673,0.13867504905630726,0.4760676883225367,0.053490748033319005,0.10101009513022653,46.0
16,0.10226236994919084,0.06187727991089355,0.10891413095684274,0.013932622070440577,0.058541827845857715,0.08128649220963761,0.11640950006120945,0.061700660257382314,0.1176992304922955,0.14302773868659105,0.14201268711240408,0.13867504905630726,0.47322758368772716,0.05238795782134746,0.09966972755588316,48.0
17,0.1586354802423369,0.060994790248242114,0.1087776032149002,0.022168139444441137,0.10614717410738043,0.05789697101007077,0.11415775389026256,0.0639053311929406,0.1782740283596988,0.11753985179770078,0.14388516529084663,0.13867504905630726,0.46678285794593244,0.06008654283605483,0.11404447240032065,34.0
18,0.059564006542902524,0.08753629322527272,0.113121985977739,0.004913572105666213,0.021134159743542373,0.23218572328454645,0.11144813740607565,0.062311737527564234,0.04532751867665547,0.10054425525308698,0.14388516529084663,0.13867504905630726,0.4796304810107482,0.05587831458930393,0.10434621251494247,43.0
19,0.09191940177265796,0.14313314197231256,0.11311498455507529,0.009920310829961207,0.06860441161660316,0.11531446037738802,0.13279322629248863,0.0822814688449434,0.07446393628008248,0.08012659971383808,0.12506183202334545,0.13867504905630726,0.4741548607849084,0.05171847134034595,0.09834777346729472,49.0
20,0.2111663416108909,0.13344524283658085,0.1571644352438755,0.01924278315551216,0.10580640410149658,0.05800569251899346,0.11789378327355537,0.08987628634577581,0.1349596525325603,0.05879209113650026,0.13107347249097673,0.13867504905630726,0.4680503750755062,0.06372888223727355,0.1198408575755894,28.0
21,0.2877405330356661,0.1392830372295778,0.17100974856138362,0.030347025559033743,0.19301848683695036,0.04030860697876645,0.1453507049580257,0.07562158245047897,0.1898921490915822,0.044740932772825454,0.14201268711240408,0.13867504905630726,0.45816031157643355,0.08421772385355418,0.1552749528044362,7.0
22,0.3007639272476882,0.15304653531206566,0.18294367349169596,0.04398874266542725,0.2363592896949429,0.03243603405042249,0.14492846995769917,0.07201537070588718,0.25043944031031573,0.05217763705540935,0.14388516529084663,0.13867504905630726,0.44958757409419997,0.09514214566851979,0.1746593626467875,6.0
23,0.051356230983035815,0.18993571676252008,0.2379783563398743,0.009467314708993837,0.05413248114273264,0.14553571311164767,0.15132677590542223,0.0686077162815786,0.06228192925046932,0.05328509778473425,0.14388516529084663,0.13867504905630726,0.4755146389227074,0.06045751194090057,0.11279972633556769,36.0
24,0.1423406855173764,0.04185283781798595,0.00034657042185418584,0.08324446090175588,0.14264910300005507,0.018679823589885167,0.04755228304418608,0.25410509999325503,-0.24513581461368064,0.03237179548550777,0.14201268711240408,0.13867504905630726,0.4461629106071994,0.06848362748201939,0.13306924736399783,19.0
25,0.1630284515127872,0.037340169858497106,0.00037107540117720914,0.9709371071846887,0.18070423411354974,0.014547316454637192,0.04255070753187831,0.25981088422973797,0.006405610808966785,0.041245100923964176,0.14388516529084663,0.13867504905630726,0.1655087075975129,0.4511040061678947,0.7315840171591381,1.0
26,0.02358774911230531,0.06101149352261406,0.0003990810918320928,0.03682859252027521,0.034831612931313205,0.06262803436075678,0.03649299405457097,0.27207077173660343,0.039353418418695295,0.042429472357423545,0.14388516529084663,0.13867504905630726,0.4702952606311931,0.05486312314838433,0.1044696701850842,42.0
