,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,正理想解,负理想解,综合得分指数,排序
27,0.16562288435805936,0.2928863483540418,0.08235773479334925,0.02766841056750764,0.04050359713983835,0.05069697440123487,0.10581827945812347,0.10527269483270107,0.34975219533242885,0.07724551939594036,0.14388516529084663,0.13867504905630726,0.4673453244992256,0.07779615023467648,0.1427081846462899,15.0
28,0.05270101810664305,0.23620657065188716,0.07853145730762578,0.011776102052053554,0.009541113043840883,0.20848692939908606,0.09319607779335976,0.12270055011024789,0.12031580044700498,0.08955310141484488,0.14388516529084663,0.13867504905630726,0.4761317183077019,0.06428570573989338,0.11895564961323611,29.0
29,0.06530542422165013,0.14839467339947723,0.14613019312585132,0.012505530934682096,0.1732952809912471,0.12988796061932312,0.29689911512669054,0.050946042642387945,0.07011788579026283,0.1733122631182277,0.13107347249097673,0.13867504905630726,0.4632929849924347,0.0844716542105987,0.15421158681126293,9.0
30,0.10124874809003655,0.1664453452374326,0.14390374071878806,0.015743834592840667,0.3427160676962892,0.08138520480096233,0.27973761197632485,0.05326642456804231,0.1176992304922955,0.14302773868659105,0.14201268711240408,0.13867504905630726,0.4548768293529137,0.10696259834060319,0.19037930246317855,4.0
31,0.1708099204062587,0.15052155700283903,0.15780506541760597,0.018626355320879244,0.6204719188576415,0.055651560685327256,0.3249414989277108,0.04723439011392163,0.1782740283596988,0.11753985179770078,0.14388516529084663,0.13867504905630726,0.448886731177943,0.16616995613016328,0.27017014782398774,2.0
32,0.06861707686617949,0.09229394254221683,0.11865661059341041,0.005165235695019091,0.10840874359441457,0.18272452039992435,0.3533795216174685,0.04155325437237042,0.04532751867665547,0.10054425525308698,0.14388516529084663,0.13867504905630726,0.47211829812807854,0.08159531998273915,0.1473601466785833,12.0
33,-0.012487309004924275,0.22531046800325094,0.101958217540436,0.004118601204087844,0.024484692200644212,0.17815064580956683,0.12052106190465271,0.09487102997152046,0.008453136969320903,0.16387220857612775,0.12506183202334545,0.13867504905630726,0.47839820412003914,0.06163013845420363,0.11412389609112182,33.0
34,0.046317395964785055,0.2212404368146188,0.11076600725139693,0.008818319231079556,0.04698078222824579,0.0834977173487742,0.10759807502145957,0.1044596368401621,0.02751352533191209,0.17562973218239014,0.13107347249097673,0.13867504905630726,0.4748875661453934,0.05843070676948257,0.10956066899813277,40.0
35,0.0684670461938859,0.23719206383983227,0.11522591348818716,0.015051841691147247,0.07191974927084804,0.05247707043363578,0.12007605507022044,0.09098752265894695,0.05381160062572984,0.17316825583626763,0.14201268711240408,0.13867504905630726,0.4705276816838198,0.06194728924052693,0.11633840579021001,31.0
36,0.10573320147773903,0.27857720997540353,0.1226684257797225,0.018358513743312942,0.1164587084119464,0.039730269350453304,0.10497879260691845,0.11140161156551164,0.10234364387241053,0.09582265905708286,0.14388516529084663,0.13867504905630726,0.4674186926486621,0.06667338421664144,0.12483499962770703,24.0
37,0.033244601409446746,0.2371447378957784,0.13174577026323667,0.004869931380662577,0.02618001499561454,0.15363312820035935,0.10554739313638249,0.1059803120413655,0.05982180336006904,0.20086805985942746,0.14388516529084663,0.13867504905630726,0.47642691646752183,0.06749098515561978,0.12408303708007302,25.0
38,0.03829075499707768,0.12723440864927696,0.24757380610050386,0.0047778687499416385,0.02119538337065384,0.3221290114933513,0.08940662441249579,0.19639441485294287,-0.012654777553624399,0.16387220857612775,0.12506183202334545,0.13867504905630726,0.4768884206091118,0.08183463392193151,0.14646725825663004,13.0
39,0.0876526758240157,0.11970679966565088,0.2414055527337657,0.010055773466517906,0.04803209123046558,0.15236494958665275,0.0964056895867024,0.18919363093081037,0.011980864661215654,0.17562973218239014,0.13107347249097673,0.13867504905630726,0.4726796693086438,0.0677919972707004,0.1254311769935273,23.0
40,0.10118654025030506,0.10193451573389474,0.2354543434696029,0.014555831545078812,0.07818931057216541,0.12534075735666225,0.1320498678707528,0.176891977918644,0.038841107087221306,0.17316825583626763,0.14201268711240408,0.13867504905630726,0.46838919181034183,0.0685517520151101,0.12767093439869023,22.0
41,0.16140006982569816,0.09781994248027073,0.2483194576141901,0.018492237391398263,0.08778238545289223,0.089262366344824,0.10501662977656483,0.19109293440138145,0.02535769174242085,0.09582265905708286,0.14388516529084663,0.13867504905630726,0.4683382237646127,0.06532576231848429,0.12240991339504105,27.0
42,0.06011106960407064,0.10416440286255021,0.2156648223105957,0.006487970921173059,0.025888332477925942,0.25934963885705115,0.0896115709194472,0.20143537440668446,0.04363929811454989,0.20086805985942746,0.14388516529084663,0.13867504905630726,0.47480397192283,0.07815183731700003,0.1413346889771145,16.0
43,0.011085802968620686,0.13518238337126376,0.0776352752066695,0.0032672646642522827,0.020462711889399687,0.21955512888934992,0.14422741036267364,0.0689983264582047,0.02559321742165554,0.32365332849952033,0.12506183202334545,0.13867504905630726,0.47700235138774266,0.08280135442662677,0.14791140817149867,11.0
44,0.003794678223620944,0.15161562147420185,0.11654918237163042,0.007124507106984539,0.02988629600899946,0.1365049449477872,0.13547885412700697,0.07033893071032368,0.048580179881852766,0.36877300643254957,0.13107347249097673,0.13867504905630726,0.47513517275875017,0.08681186425093976,0.15448406795219533,8.0
45,0.005015049667765192,0.15455261388460326,0.11687124781416158,0.009680330420911253,0.051066956326915484,0.08224579964130847,0.14028226253335663,0.06919722611869528,0.07196255041667758,0.3015343574451167,0.14201268711240408,0.13867504905630726,0.4733271087072979,0.07451828633864034,0.13602064927896637,17.0
46,0.03263716015089219,0.11742958659294153,0.1141161879959874,0.014073260169106597,0.07527673304390006,0.05817409470849335,0.14591936343108797,0.0681613046511488,0.07146055407845474,0.2177638460718529,0.14388516529084663,0.13867504905630726,0.47098709648509357,0.0609806141012137,0.11463217200533472,32.0
47,0.030595279293823257,0.09475489163301766,0.06599541002823346,0.0041567302902132276,0.025204908170905427,0.17829329439447356,0.14816282366748748,0.06970594366686914,0.03471167145567589,0.1661489523542468,0.14388516529084663,0.13867504905630726,0.4785372912124759,0.05598679286603978,0.10474138496969192,41.0
48,0.22814725221524285,0.0572309857564291,0.12924976308362016,0.0345000039504925,0.05575447610888297,0.04904854295534519,0.05536609315315208,0.12874525115204177,0.0038406158205130966,0.05452681843247443,0.13107347249097673,0.13867504905630726,0.4676339949958312,0.05420515023576829,0.10387329262489745,44.0
49,0.14559561924920938,0.06091962551356834,0.13324057400194111,0.03422234269100907,0.11216436759365617,0.0533025336864245,0.1852745394639943,0.07419128506402514,0.038070920924468454,0.06903296503284741,0.14201268711240408,0.13867504905630726,0.46216269237602114,0.05827923460680266,0.11198028364983373,37.0
50,0.2384097161285938,0.06130658470318521,0.14917581198456992,0.18006684833041825,0.20030703668632122,0.03934620223162113,0.1772698631424476,0.08418693443924735,0.11834047923940894,0.06289339449212833,0.14388516529084663,0.13867504905630726,0.39346360826098,0.11225759694127316,0.22197526183696006,3.0
51,0.051096421770039584,0.051807989343668905,0.14660979057831622,0.01461519787227349,0.03169946710028764,0.13754681877992983,0.10265965803122616,0.1317489441316363,0.09577299317142529,0.0712071612054538,0.14388516529084663,0.13867504905630726,0.47575638455734215,0.049648966424507356,0.0944964993822884,50.0
